CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender,Geography,Exited
15000198,660,37,10,11562.05,2,0,0,128780.77,1,2,0
15000199,731,40,3,248340.85,2,1,0,99287.58,1,0,0
15000200,582,51,3,15711.5,1,1,1,64291.64,0,0,0
15000201,517,34,1,3854.55,2,0,1,82135.77,0,0,1
15000202,712,45,3,34246.76,2,0,1,135025.0,0,0,0
15000203,697,23,0,59775.7,2,0,1,42791.86,0,0,0
15000204,536,72,3,5808.32,1,1,0,92434.95,0,1,1
15000205,563,30,10,45969.99,2,0,0,133000.68,1,0,0
15000206,628,40,10,21070.2,2,1,0,68548.93,1,2,0
15000207,658,34,3,195004.13,3,1,1,48604.65,1,2,0
15000208,513,28,4,74.78,1,0,0,96242.32,0,0,1
15000209,738,74,6,37175.04,2,1,1,101581.29,1,2,0
15000210,488,35,0,40795.23,3,1,0,131928.25,0,0,0
15000211,636,37,1,36885.75,2,0,0,127940.09,0,0,0
15000212,711,40,4,77232.14,1,1,1,91310.85,0,0,0
15000213,465,65,4,5355.4,1,0,0,119239.96,0,1,1
15000214,679,44,8,21108.66,1,1,1,111937.09,0,0,0
15000215,566,22,2,6136.62,1,0,1,64661.68,0,0,1
15000216,553,42,4,128412.48,2,1,1,29572.23,0,1,0
15000217,643,45,2,17259.04,3,0,1,101481.53,1,2,0
15000218,627,32,9,82805.36,2,1,0,55976.63,0,2,0
15000219,677,30,1,18611.14,2,1,1,147729.86,0,0,0
15000220,614,32,10,9310.49,3,0,1,129306.68,1,0,0
15000221,712,41,0,32200.37,3,1,1,20680.51,0,1,0
15000222,548,27,4,4736.73,1,0,0,85733.78,1,0,1
15000223,588,30,9,67313.68,1,1,1,72739.95,1,1,0
15000224,409,50,0,1546.68,1,1,0,115418.64,1,1,1
15000225,459,50,1,95094.85,2,1,1,118512.3,0,2,0
15000226,581,30,1,4180.53,2,1,0,125811.31,0,1,1
15000227,699,56,1,38396.25,2,0,0,132674.58,1,0,0
15000228,832,22,3,12410.92,2,0,1,137079.28,1,0,0
15000229,600,57,3,33757.47,2,1,1,80539.51,1,0,0
15000230,696,53,8,250000.0,3,1,0,114425.31,1,2,0
15000231,774,41,4,15263.19,1,1,1,48912.7,1,1,0
15000232,571,30,0,2800.76,2,1,0,21969.0,0,0,0
15000233,632,46,10,12715.05,2,1,1,129182.46,1,0,0
15000234,664,70,5,14219.67,1,0,0,63281.59,0,0,0
15000235,732,58,3,2737.33,2,0,1,146860.78,0,0,0
15000236,720,55,2,37803.05,4,1,1,140674.45,0,0,0
15000237,711,57,7,24303.08,3,1,1,20253.72,1,1,0
15000238,660,24,2,8121.81,2,1,0,139296.7,0,1,0
15000239,617,28,0,18308.03,2,1,0,147543.48,1,0,1
15000240,788,35,2,12490.45,2,1,0,36926.58,0,0,0
15000241,596,34,10,17480.49,1,1,1,118557.54,0,1,0
15000242,632,34,8,250000.0,2,1,0,25621.86,1,2,0
15000243,609,61,7,26535.47,1,1,0,35364.94,1,0,0
15000244,521,46,9,9866.26,1,1,1,67277.06,0,0,0
15000245,768,52,3,12153.45,2,1,1,61262.31,0,0,0
15000246,539,55,5,102205.71,1,1,1,77044.86,1,2,0
15000247,548,34,1,21617.53,1,1,1,134425.59,1,1,0
15000248,733,43,1,19795.55,1,1,1,44485.65,1,1,0
15000249,582,44,0,11774.54,2,0,1,89165.37,1,0,0
15000250,718,51,10,201148.1,2,1,1,130811.5,0,0,0
15000251,594,41,5,78502.09,4,1,1,128960.85,0,1,0
15000252,554,54,3,2550.12,1,0,0,97317.67,1,1,1
15000253,789,47,10,171066.1,2,1,1,47348.97,0,1,0
15000254,694,34,9,55931.37,1,1,1,65082.04,1,0,0
15000255,609,33,2,33117.16,1,0,0,27982.07,0,1,0
15000256,572,25,3,51570.4,2,1,1,45806.16,0,2,0
15000257,773,64,0,2419.47,2,1,1,27856.29,1,0,1
15000258,641,52,5,12804.15,1,1,1,75818.98,0,0,0
15000259,644,18,2,51721.98,2,1,1,49043.54,0,0,0
15000260,629,68,0,8975.28,1,1,1,94996.18,0,2,0
15000261,663,38,3,5622.07,2,1,1,121843.69,1,1,0
15000262,669,66,1,139.38,2,0,0,20334.49,0,1,1
15000263,568,43,4,10517.43,3,0,0,31178.91,1,0,0
15000264,535,36,1,142303.38,2,0,1,149915.19,1,0,0
15000265,535,36,4,19301.94,2,1,0,87728.85,1,0,0
15000266,641,31,1,5723.05,1,0,0,55715.03,1,0,1
15000267,657,32,10,130418.22,3,1,0,141484.98,0,0,0
15000268,680,61,4,102479.6,1,0,0,70982.99,0,0,0
15000269,456,49,7,24933.25,2,1,1,22588.6,1,0,0
15000270,775,37,8,191179.52,1,1,1,67716.28,1,2,0
15000271,612,58,0,3469.57,2,1,0,146562.44,1,1,1
15000272,516,54,1,11973.83,1,1,0,113520.42,0,1,1
15000273,552,25,1,32.6,1,1,0,20567.17,0,0,1
15000274,564,28,10,37756.44,1,1,0,33096.99,0,1,0
15000275,572,34,1,2882.09,2,1,1,100872.4,0,1,0
15000276,545,72,8,26252.06,2,1,1,118708.94,1,1,0
15000277,722,56,3,30350.36,1,1,1,34226.41,0,1,0
15000278,577,38,0,3371.94,1,0,1,98993.09,0,1,0
15000279,737,39,7,1237.72,1,1,0,94393.91,1,0,0
15000280,697,27,5,84535.79,1,1,1,72977.89,0,1,0
15000281,608,47,4,24352.66,2,1,0,86353.27,1,2,0
15000282,482,19,1,68876.12,1,0,0,86388.39,1,2,1
15000283,587,71,0,250000.0,1,0,0,47909.42,0,0,1
15000284,492,59,0,9370.52,2,1,0,47707.77,0,1,1
15000285,679,24,7,250000.0,2,1,1,34003.19,1,0,0
15000286,600,47,6,69857.41,2,1,1,106525.43,0,0,0
15000287,721,29,0,16531.84,2,1,0,146156.21,1,0,0
15000288,678,45,1,1231.12,2,1,1,148452.53,0,0,0
15000289,726,52,0,47568.83,2,1,1,129916.45,0,0,0
15000290,651,61,2,27833.39,3,1,1,149076.77,1,1,0
15000291,653,19,0,84739.51,3,1,0,99840.4,1,1,0
15000292,612,38,0,4261.33,1,0,0,32950.24,0,1,1
15000293,584,40,10,108115.48,1,1,1,126437.87,0,0,0
15000294,618,36,2,20329.05,2,1,1,63556.06,1,2,0
15000295,649,32,10,244981.8,1,1,1,59256.34,0,1,0
15000296,615,35,2,65254.18,2,1,1,88586.73,1,0,0
15000297,527,62,5,33641.24,1,1,1,136034.93,1,0,0
15000298,773,31,4,70418.91,2,0,0,42605.71,1,2,0
15000299,766,40,9,19897.7,2,1,1,21414.41,1,0,0
15000300,745,44,0,51531.4,1,1,0,147964.18,0,1,0
15000301,624,37,0,39899.59,3,1,1,74297.33,0,0,0
15000302,688,45,0,10115.74,1,1,0,22573.12,0,0,0
15000303,689,40,4,63793.27,2,0,1,126735.86,1,0,0
15000304,671,55,7,64737.07,3,1,0,49274.27,0,1,0
15000305,707,47,3,36528.01,1,1,1,127716.38,0,1,0
15000306,533,23,2,201.46,1,0,0,116967.32,0,2,1
15000307,684,48,0,9665.54,2,1,1,30692.65,1,0,0
15000308,644,50,0,18145.97,2,1,1,49280.07,1,0,0
15000309,712,48,3,5965.33,2,1,1,135010.68,0,0,0
15000310,487,62,1,2419.73,2,1,1,31430.49,1,2,1
15000311,541,20,4,1055.5,1,1,0,147947.26,1,1,1
15000312,486,30,2,628.93,1,1,0,23795.76,0,1,1
15000313,756,20,5,21931.11,2,0,0,56743.66,0,0,0
15000314,758,56,5,12798.01,2,1,1,29575.42,0,1,0
15000315,683,46,2,100236.33,1,1,1,143002.5,0,1,0
15000316,586,51,10,3564.15,3,0,1,73019.94,0,0,0
15000317,682,62,7,222653.96,1,0,0,26845.92,0,1,0
15000318,486,50,5,34078.51,3,1,0,26082.14,1,1,0
15000319,642,47,8,14887.82,1,1,0,125967.95,1,1,0
15000320,588,41,0,20752.42,3,1,0,46037.23,0,1,0
15000321,611,41,4,4738.98,4,1,1,123382.46,0,1,0
15000322,544,49,9,250000.0,3,1,0,88956.09,1,2,0
15000323,528,26,0,7323.58,3,1,0,67615.27,1,0,1
15000324,758,33,10,23870.18,2,1,1,148171.76,1,0,0
15000325,530,47,10,88900.19,1,1,1,109714.01,1,2,0
15000326,631,66,7,91012.89,2,1,1,21454.29,0,2,0
15000327,596,47,1,67664.44,2,0,0,64055.4,1,0,0
15000328,592,46,0,8923.09,2,1,1,116063.4,0,1,0
15000329,691,39,0,105957.74,1,1,1,128401.85,0,0,0
15000330,696,55,7,54321.05,1,1,1,26033.4,0,0,0
15000331,700,28,1,20151.04,3,1,1,75531.22,0,0,0
15000332,590,28,8,16813.86,2,0,1,42153.82,1,0,0
15000333,611,41,10,57217.87,2,1,0,129199.65,1,2,0
15000334,581,18,2,2876.55,2,1,1,97928.34,0,0,1
15000335,632,29,10,30907.94,2,1,0,126732.12,1,0,0
15000336,492,37,3,32046.77,2,0,0,30815.99,1,0,0
15000337,687,56,1,5501.55,2,1,1,26731.49,1,0,0
15000338,671,44,0,42486.37,2,1,0,97761.34,0,0,0
15000339,671,50,3,57588.89,2,0,0,24980.1,1,0,0
15000340,567,52,1,76357.44,2,0,0,69294.12,1,1,0
15000341,613,34,2,2418.92,3,0,1,114439.08,0,1,1
15000342,646,49,3,83455.1,1,1,1,119045.66,1,0,0
15000343,709,31,8,87266.62,2,1,1,48355.69,0,0,0
15000344,575,26,0,111.77,1,0,1,56386.7,0,1,1
15000345,660,18,1,156671.97,1,1,1,117997.06,1,1,0
15000346,652,51,2,23219.5,1,1,1,47085.59,0,0,0
15000347,556,30,3,2257.32,1,0,1,60296.77,0,0,1
15000348,744,42,10,121788.76,2,1,1,36199.38,0,0,0
15000349,633,72,4,123634.77,3,1,1,111606.95,0,2,0
15000350,680,33,3,35208.89,1,1,0,119868.7,0,2,0
15000351,766,55,0,220207.65,2,1,1,70629.48,0,0,0
15000352,726,35,2,49962.08,3,1,0,135625.48,0,2,0
15000353,667,35,3,59039.07,1,1,1,55457.09,0,2,0
15000354,517,30,6,35214.17,2,0,0,107732.37,0,1,1
15000355,753,29,0,110786.73,2,1,1,75705.19,1,0,0
15000356,622,51,2,165960.59,2,1,0,92680.39,0,2,0
15000357,562,47,4,96823.77,2,1,1,97278.97,1,2,0
15000358,580,18,0,39416.36,2,1,0,43514.57,0,1,1
15000359,550,43,10,34888.3,2,1,1,45429.66,1,2,0
15000360,809,47,10,35033.77,2,1,1,71956.69,1,1,0
15000361,634,41,4,102536.96,2,1,0,39507.3,0,2,0
15000362,539,30,4,1797.15,2,1,1,31625.13,0,1,0
15000363,761,62,1,84814.45,2,1,1,116759.87,0,0,0
15000364,593,40,5,21668.67,1,1,1,147834.96,0,0,0
15000365,759,33,9,35053.64,1,1,1,134933.42,0,0,0
15000366,833,32,1,215817.12,2,1,1,79404.2,1,2,0
15000367,573,67,0,283.63,2,0,0,131958.26,0,0,1
15000368,850,63,10,24121.84,1,1,1,106682.36,1,1,0
15000369,665,60,3,29967.75,1,1,1,82525.52,1,1,0
15000370,703,46,10,2245.59,2,1,1,124743.65,1,0,0
15000371,685,43,1,250000.0,2,1,1,139238.9,1,1,0
15000372,641,33,0,18390.96,3,1,0,31327.84,1,2,0
15000373,745,25,7,42908.1,1,0,1,130135.1,1,2,0
15000374,607,41,10,26283.78,4,1,0,147493.17,1,2,0
15000375,535,24,1,3322.98,2,1,1,87043.18,0,0,1
15000376,586,29,0,52965.12,2,1,1,136535.27,0,2,0
15000377,621,38,6,17945.04,3,1,1,47464.24,1,0,0
15000378,734,20,10,27465.12,2,1,1,107538.51,0,0,0
15000379,647,32,1,34216.89,2,1,1,46905.11,0,0,0
15000380,637,60,2,201231.77,2,1,1,51051.83,1,0,0
15000381,656,49,0,76142.56,2,1,1,139443.93,0,0,0
15000382,690,37,7,13163.08,3,1,1,24308.59,0,1,0
15000383,817,32,1,143487.3,1,1,1,62370.69,0,1,0
15000384,680,26,9,18753.94,3,1,1,45244.35,0,0,0
15000385,681,25,4,11678.58,1,1,0,51801.4,1,1,0
15000386,824,24,2,6264.49,3,0,0,50165.55,0,1,1
15000387,680,46,10,16607.06,2,0,1,31370.62,1,0,0
15000388,736,26,2,127333.77,2,0,1,123433.27,1,0,0
15000389,742,52,1,42764.68,2,1,0,88647.33,0,1,0
15000390,665,69,5,20697.77,2,1,1,95698.61,1,0,0
15000391,425,32,2,1371.37,1,0,0,26353.44,0,1,1
15000392,652,39,10,4205.93,1,1,0,43671.98,1,2,0
15000393,665,44,0,11977.24,2,1,1,63309.91,1,1,0
15000394,657,33,1,9231.34,4,1,0,44080.94,0,2,0
15000395,687,44,7,138074.19,1,1,1,83828.28,1,1,0
15000396,750,56,9,30249.69,2,1,1,96732.99,1,2,0
15000397,740,43,1,45773.84,1,1,1,80043.11,0,0,0
15000398,591,29,5,13554.26,1,1,1,80904.45,1,2,0
15000399,512,37,2,121498.1,3,1,1,128439.62,1,1,0
15000400,607,31,1,52430.3,2,1,0,56174.38,1,0,0
15000401,647,34,10,7946.8,1,1,1,141842.67,1,1,0
15000402,699,29,4,321.87,1,1,1,20452.08,1,1,1
15000403,638,38,2,373.5,2,1,1,34110.81,1,1,1
15000404,703,44,5,23562.64,1,0,1,126249.15,0,1,0
15000405,681,59,1,13597.93,1,1,1,121997.92,1,1,0
15000406,638,51,10,13562.23,2,1,1,125447.56,0,1,0
15000407,484,42,2,17529.59,1,0,1,45525.35,0,0,0
15000408,430,52,6,11922.43,2,1,1,130725.6,1,2,0
15000409,596,51,0,92651.19,2,0,1,58380.82,1,1,0
15000410,511,47,3,37572.13,1,1,1,142485.58,0,0,0
15000411,653,49,1,250000.0,1,1,0,34921.91,0,2,0
15000412,630,61,10,79563.92,2,1,1,63287.65,0,1,0
15000413,582,50,9,55353.94,2,1,1,99435.92,0,2,0
15000414,666,50,1,152.18,2,0,0,69906.24,0,0,1
15000415,540,28,5,2204.73,1,1,1,42282.47,0,0,1
15000416,568,41,7,23206.8,1,1,1,109494.28,0,2,0
15000417,690,49,0,41407.46,2,1,0,38622.26,1,0,0
15000418,733,31,2,11261.25,1,0,1,148942.66,0,1,1
15000419,650,32,2,8298.22,2,1,0,66407.24,0,0,1
15000420,735,32,10,250000.0,1,1,1,129238.34,0,2,0
15000421,732,43,6,28677.32,2,1,1,142380.1,1,0,0
15000422,682,47,1,250000.0,4,1,1,126352.84,1,0,0
15000423,600,39,9,54685.76,2,1,0,55463.3,1,0,0
15000424,486,50,3,12694.44,2,0,0,39295.91,1,1,1
15000425,625,23,2,1458.83,1,1,1,91139.65,1,1,1
15000426,582,32,10,3104.7,1,1,1,52409.99,0,1,0
15000427,724,72,5,5212.44,2,1,1,132704.07,0,2,0
15000428,708,58,1,272.1,1,1,0,133782.14,1,0,1
15000429,492,55,0,29207.01,1,0,0,113771.72,1,0,1
15000430,752,49,10,77455.65,1,1,1,118329.57,0,1,0
15000431,607,41,10,157740.13,1,1,1,20250.2,0,1,0
15000432,651,47,1,8204.15,2,1,0,48908.86,0,0,0
